protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen
GLTP	pos	0	826.677749155701	826.6733	1900000	I	HexCer-OH	14.0	13.943274	13.47	14.21	HexCerOH		t	42.0	2.0	t	18.0	2.0		24.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(42:2)	42:2	HexCerOH(18:2/24:0)	18:2/24:0	A
GLTP	pos	1	828.694060007427	828.6896	1300000	I	HexCer-OH	15.04	15.004473	14.85	15.26	HexCerOH		t	42.0	1.0	t	18.0	1.0		24.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(42:1)	42:1	HexCerOH(18:1/24:0)	18:1/24:0	A
GLTP	pos	2	810.682763071149	810.6784	1100000	I	HexCer	14.1	14.014888	13.63	14.64	HexCer		d	42.0	2.0	d	18.0	1.0		24.0	1.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:2)	42:2	HexCer(18:1/24:1)	18:1/24:1	A
GLTP	pos	3	798.644098279404	798.6398	1000000	I	HexCer-OH	12.57	12.584353	12.06	13.19	HexCerOH		t	40.0	2.0	t	18.0	2.0		22.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(40:2)	40:2	HexCerOH(18:2/22:0)	18:2/22:0	A
GLTP	pos	4	800.659409125748	800.6551	800000	I	HexCer-OH	13.61	13.596075	13.11	13.92	HexCerOH		t	40.0	1.0	t	18.0	1.0		22.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(40:1)	40:1	HexCerOH(18:1/22:0)	18:1/22:0	A
GLTP	pos	5	700.572070458591	700.5683	740000	I	HexCer	9.84	9.8447053	9.39	10.06	HexCer		d	34.0	1.0	d	18.0	1.0		16.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(34:1)	34:1	HexCer(16:0/18:1)	16:0/18:1	A
GLTP	pos	6	812.697973916955	812.6936	650000	I	HexCer	15.51	15.593621	15.26	15.71	HexCer		d	42.0	1.0		18.0	1.0		24.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:1)	42:1	HexCer(18:1/24:0)	18:1/24:0	A
GLTP	pos	7	848.658567455828	848.654	610000	I	adduct	13.98	13.908037	13.47	14.21	HexCerOH		t	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:2)	42:2	NA	NA	A
GLTP	pos	8	784.66532304604	784.6611	540000	I	HexCer	14.16	14.078788	13.9	14.61	HexCer		d	40.0	1.0	d	18.0	1.0		22.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(40:1)	40:1	HexCer(18:1/22:0)	18:1/22:0	A
GLTP	pos	9	716.568356550139	716.5645	480000	I	HexCer-OH	9.41	9.3930918	9.07	9.59	HexCerOH		t	34.0	1.0	t	18.0	1.0		16.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(34:1)	34:1	HexCerOH(16:0/18:1)	16:0/18:1	A
GLTP	pos	10	850.673578300558	850.669	460000	I	adduct	15.04	14.99675	14.85	15.26	HexCerOH		t	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:1)	42:1	NA	NA	A
GLTP	pos	11	832.665081379349	832.6606	380000	I	adduct	14.11	14.041186	13.88	14.6	HexCer		d	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(42:2)	42:2	NA	NA	A
GLTP	pos	12	834.680192224618	834.6757	290000	I	adduct	15.5	15.446728	15.3	15.67	HexCer		d	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(42:1)	42:1	NA	NA	A
GLTP	pos	13	824.662138307741	824.6577	280000	I	HexCer-OH	12.53	12.517284	12.3	12.99	HexCerOH		t	42.0	3.0	t	18.0	2.0		24.0	1.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(42:3)	42:3	HexCerOH(18:2/24:1)	18:2/24:1	A
GLTP	pos	14	820.628616599445	820.6242	280000	I	adduct	12.56	12.614142	12.3	12.76	HexCerOH		t	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(40:2)	40:2	NA	NA	A
GLTP	pos	15	808.666752221037	808.6624	280000	I	HexCer	12.96	12.905246	12.22	13.98	HexCer		d	42.0	3.0	d	18.0	2.0		24.0	1.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:3)	42:3	HexCer(18:2/24:1)	18:2/24:1	A
GLTP	pos	16	728.604621328967	728.6007	260000	I	HexCer	11.28	11.263756	10.94	11.45	HexCer		d	36.0	1.0	d	18.0	1.0		18.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(36:1)	36:1	HexCer(18:0/18:1)	18:0/18:1	A
GLTP	pos	17	812.661973723203	812.6576	260000	I	HexCer-OH	13.27	13.264742	12.84	13.51	HexCerOH		t	41.0	2.0		18.0	2.0		23.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(41:2)	41:2	HexCerOH(18:2/23:0)	18:2/23:0	A
GLTP	pos	18	722.554588767868	722.5507	240000	I	adduct	9.84	9.8485657	9.5	10.05	HexCer		d	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(34:1)	34:1	NA	NA	A
GLTP	pos	19	822.643727444713	822.6393	240000	I	adduct	13.68	13.690503	13.42	13.9	HexCerOH		t	40.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(40:1)	40:1	NA	NA	A
GLTP	pos	20	714.551945697874	714.5481	230000	I	HexCer-OH	8.4	8.3784344	8.0	8.67	HexCerOH		t	34.0	2.0	t	18.0	2.0		16.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(34:2)	34:2	HexCerOH(16:0/18:2)	16:0/18:2	A
GLTP	pos	21	814.677784572239	814.6734	220000	I	HexCer-OH	14.37	14.376546	14.13	14.56	HexCerOH		t	41.0	1.0	t	18.0	1.0		23.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(41:1)	41:1	HexCerOH(18:1/23:0)	18:1/23:0	A
GLTP	pos	22	988.733921337325	988.7286	200000	I	Hex2Cer-OH	13.35	13.344999	12.84	13.57	Hex2Cer		t	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	Hex2Cer-OH	Hex2CerOH	Hex2CerOH(42:2)	42:2	NA	NA	A
GLTP	pos	23	806.648541359085	806.6442	190000	IV.7	ambiguous	14.15	14.139423	13.92	14.35	HexCer		d	42.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(42:4)	42:4	NA	NA	A
GLTP	pos	24	522.603512636967	522.6007	190000	III.5	unknown	10.71	10.776972	10.42	11.0	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
GLTP	pos	25	738.549474851881	738.5455	110000	I	adduct	9.44	9.4122416	9.07	9.59	HexCerOH		t	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(34:1)	34:1	NA	NA	A
GLTP	pos	26	726.588410477779	726.5845	110000	I	HexCer	10.09	10.042948	9.79	10.85	HexCer		d	36.0	2.0	d	18.0	2.0		18.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(36:2)	36:2	HexCer(18:0/18:2)	18:0/18:2	A
GLTP	pos	27	808.66545221404	808.6611	100000	I	HexCer	14.22	14.01103	13.76	14.55	HexCer		d	42.0	3.0	d	18.0	2.0		24.0	1.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:3)	42:3	HexCer(18:2/24:1)	18:2/24:1	A
GLTP	pos	28	742.583696563946	742.5797	85000	I	HexCer-OH	9.69	9.7083084	9.37	10.09	Hexosyl ceramide		t	36.0	2.0	d	18.0	2.0		18.0	0.0		NaN	NaN	Hexosyl ceramide	HexCer-OH	HexCerOH	HexCerOH(36:2)	36:2	HexCerOH(18:0/18:2)	18:0/18:2	A
GLTP	pos	29	810.681763065767	810.6774	79000	II	HexCer	15.06	14.41794	14.89	15.19	HexCer		d	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:2)	42:2	NA	NA	A
GLTP	pos	30	750.584339623175	750.5803	78000	I	adduct	11.28	11.30521	10.98	11.42	HexCer		d	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(36:1)	36:1	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	LysoPC	Lyso		34.0	6.0		34.0	6.0		NaN	NaN		NaN	NaN	LysoPC	ambiguous	LysoPC	LysoPC(34:6)	34:6	LysoPC(34:6)	34:6	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	PC		O	34.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:6)	34:6	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	PE		O	37.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:6)	37:6	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	PA		O	39.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(39:7)	39:7	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	SM		d	36.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(36:7)	36:7	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	PC		O	32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(32:3)	32:3	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	PE		O	35.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(35:3)	35:3	NA	NA	A
GLTP	pos	31	736.534264006075	736.5303	48000	IV	ambiguous	8.4	11.535291	8.0	8.58	HexCerOH		t	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(34:2)	34:2	NA	NA	A
GLTP	pos	32	855.739905567385	855.7353	24000	IV	ambiguous	14.09	19.248625	13.94	14.56	TAG			52.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(52:4)	52:4	NA	NA	A
GLTP	pos	32	855.739905567385	855.7353	24000	IV	ambiguous	14.09	19.248625	13.94	14.56	HexCer		d	44.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(44:2)	44:2	NA	NA	A
GLTP	pos	32	855.739905567385	855.7353	24000	IV	ambiguous	14.09	19.248625	13.94	14.56	TAG			50.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(50:1)	50:1	NA	NA	A
GLTP	pos	33	857.755116413191	857.7505	18000	IV	ambiguous	15.46	19.499833	15.34	15.63	TAG			52.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(52:3)	52:3	NA	NA	A
GLTP	pos	33	857.755116413191	857.7505	18000	IV	ambiguous	15.46	19.499833	15.34	15.63	Cer		d	48.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(48:1)	48:1	NA	NA	A
GLTP	pos	33	857.755116413191	857.7505	18000	IV	ambiguous	15.46	19.499833	15.34	15.63	SM		d	45.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(45:1)	45:1	NA	NA	A
GLTP	pos	33	857.755116413191	857.7505	18000	IV	ambiguous	15.46	19.499833	15.34	15.63	HexCer		d	44.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(44:1)	44:1	NA	NA	A
GLTP	pos	33	857.755116413191	857.7505	18000	IV	ambiguous	15.46	19.499833	15.34	15.63	TAG			50.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(50:0)	50:0	NA	NA	A
GLTP	pos	34	796.665787632193	796.6615	14000	II	HexCer	14.33	13.318977	14.13	14.56	HexCer		d	41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(41:2)	41:2	NA	NA	A
GLTP	pos	35	829.725965561113	829.7215	12000	IV	ambiguous	14.11	19.238875	14.01	14.31	TAG			50.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(50:3)	50:3	NA	NA	A
GLTP	pos	35	829.725965561113	829.7215	12000	IV	ambiguous	14.11	19.238875	14.01	14.31	HexCer		d	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(42:1)	42:1	NA	NA	A
GLTP	pos	35	829.725965561113	829.7215	12000	IV	ambiguous	14.11	19.238875	14.01	14.31	TAG			48.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(48:0)	48:0	NA	NA	A
GLTP	pos	36	786.610833516721	786.6066	9400	IV	ambiguous	8.42	11.241673	7.79	8.79	DAG			48.0	12.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	ambiguous	DAG	DAG(48:12)	48:12	NA	NA	A
GLTP	pos	36	786.610833516721	786.6066	9400	IV	ambiguous	8.42	11.241673	7.79	8.79	SM		t	38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(38:4)	38:4	NA	NA	A
GLTP	pos	37	827.709754709925	827.7053	7200	IV	ambiguous	12.96	18.921819	12.66	13.1	SM		d	43.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(43:2)	43:2	NA	NA	A
GLTP	pos	37	827.709754709925	827.7053	7200	IV	ambiguous	12.96	18.921819	12.66	13.1	TAG			50.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(50:4)	50:4	NA	NA	A
GLTP	pos	37	827.709754709925	827.7053	7200	IV	ambiguous	12.96	18.921819	12.66	13.1	HexCer		d	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(42:2)	42:2	NA	NA	A
GLTP	pos	37	827.709754709925	827.7053	7200	IV	ambiguous	12.96	18.921819	12.66	13.1	TAG			48.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(48:1)	48:1	NA	NA	A
GLTP	pos	38	666.580087514723	666.5765	7100	IV	ambiguous	15.04	12.309848	14.72	15.19	Cer		d	44.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(44:7)	44:7	NA	NA	A
GLTP	pos	38	666.580087514723	666.5765	7100	IV	ambiguous	15.04	12.309848	14.72	15.19	Cer		d	42.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(42:4)	42:4	NA	NA	A
GLTP	pos	39	773.661263822512	773.6571	4800	IV	ambiguous	11.21	18.485035	11.08	11.36	Cer		d	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(42:1)	42:1	NA	NA	A
GLTP	pos	39	773.661263822512	773.6571	4800	IV	ambiguous	11.21	18.485035	11.08	11.36	TAG			46.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(46:3)	46:3	NA	NA	A
GLTP	pos	39	773.661263822512	773.6571	4800	IV	ambiguous	11.21	18.485035	11.08	11.36	SM		d	39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(39:1)	39:1	NA	NA	A
GLTP	pos	39	773.661263822512	773.6571	4800	IV	ambiguous	11.21	18.485035	11.08	11.36	HexCer		d	38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(38:1)	38:1	NA	NA	A
GLTP	pos	39	773.661263822512	773.6571	4800	IV	ambiguous	11.21	18.485035	11.08	11.36	CerP		d	44.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	ambiguous	CerP	CerP(44:2)	44:2	NA	NA	A
GLTP	pos	39	773.661263822512	773.6571	4800	IV	ambiguous	11.21	18.485035	11.08	11.36	TAG			44.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	ambiguous	TAG	TAG(44:0)	44:0	NA	NA	A
GLTP	neg	0	870.667782212545	870.6591	780000	I	HexCer-OH	13.96	13.932011	13.49	14.18	HexCerOH		t	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(42:2)	42:2	NA	NA	A
GLTP	neg	1	872.683502313106	872.6748	530000	I	HexCer-OH	15.01	14.944369	14.82	15.22	HexCerOH		t	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(42:1)	42:1	NA	NA	A
GLTP	neg	2	842.636502687413	842.6281	410000	I	HexCer-OH	12.54	12.586291	12.29	12.75	HexCerOH		t	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(40:2)	40:2	NA	NA	A
GLTP	neg	3	854.673022714394	854.6645	320000	I	HexCer	14.08	14.088106	13.88	14.6	HexCer		d	42.0	2.0	d	18.0	1.0		24.0	1.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:2)	42:2	HexCer(18:1/24:1)	18:1/24:1	A
GLTP	neg	4	744.562724705452	744.5553	280000	I	HexCer	9.83	9.8346524	9.52	10.04	HexCer		d	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(34:1)	34:1	NA	NA	A
GLTP	neg	5	760.557784206594	760.5502	220000	I	HexCer-OH	9.41	9.4090908	9.1	9.61	HexCerOH		t	34.0	1.0	t	18.0	1.0		16.0	0.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(34:1)	34:1	HexCerOH(16:0/18:1)	16:0/18:1	A
GLTP	neg	6	856.688642813957	856.6801	220000	I	HexCer	15.46	15.506127	15.3	15.68	HexCer		d	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:1)	42:1	NA	NA	A
GLTP	neg	7	938.654960173923	938.6456	210000	I	adduct	13.96	13.898624	13.5	14.18	HexCerOH		t	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:2)	42:2	NA	NA	A
GLTP	neg	8	828.657263287828	828.649	200000	I	HexCer	14.12	14.036364	13.92	14.35	HexCer		d	40.0	1.0	d	18.0	1.0		22.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(40:1)	40:1	HexCer(18:1/22:0)	18:1/22:0	A
GLTP	neg	9	940.670580273486	940.6612	160000	I	adduct	15.01	14.963648	14.84	15.22	HexCerOH		t	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:1)	42:1	NA	NA	A
GLTP	neg	10	826.641943191256	826.6337	110000	I	HexCer	13.0	12.987749	12.54	13.29	HexCer		d	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(40:2)	40:2	NA	NA	A
GLTP	neg	11	868.652162112982	868.6435	100000	I	HexCer-OH	12.51	12.485563	12.29	13.0	HexCerOH		t	42.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(42:3)	42:3	NA	NA	A
GLTP	neg	12	910.623780649788	910.6147	100000	I	adduct	12.52	12.481703	12.29	12.75	HexCerOH		t	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(40:2)	40:2	NA	NA	A
GLTP	neg	13	912.640100756332	912.631	90000	I	adduct	13.66	13.618549	13.46	13.88	HexCerOH		t	40.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(40:1)	40:1	NA	NA	A
GLTP	neg	14	772.59450423557	772.5868	87000	I	HexCer	11.25	11.242309	11.0	11.46	HexCer		d	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(36:1)	36:1	NA	NA	A
GLTP	neg	15	858.667462546551	858.6589	84000	I	HexCer-OH	14.35	14.321467	14.14	14.55	HexCerOH		t	41.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(41:1)	41:1	NA	NA	A
GLTP	neg	16	758.542764113014	758.5352	83000	I	HexCer-OH	8.4	8.4079146	8.01	8.64	HexCerOH		t	34.0	2.0	t	18.0	1.0		16.0	1.0		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(34:2)	34:2	HexCerOH(16:1/18:1)	16:1/18:1	A
GLTP	neg	17	1006.64143812832	1006.6314	83000	I	adduct	13.96	13.991444	13.5	14.18	HexCerOH		t	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:2)	42:2	NA	NA	A
GLTP	neg	18	922.660600679761	922.6514	78000	III.2	unknown	14.08	14.044117	13.88	14.55	PS			46.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(46:4)	46:4	NA	NA	A
GLTP	neg	18	922.660600679761	922.6514	78000	III.2	unknown	14.08	14.044117	13.88	14.55	PC			43.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(43:5)	43:5	NA	NA	A
GLTP	neg	18	922.660600679761	922.6514	78000	III.2	unknown	14.08	14.044117	13.88	14.55	PE			46.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(46:5)	46:5	NA	NA	A
GLTP	neg	19	812.550902676802	812.5428	63000	I	adduct	9.85	9.8795896	9.52	9.99	HexCer		d	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(34:1)	34:1	NA	NA	A
GLTP	neg	20	1008.65915824883	1008.6491	60000	I	adduct	15.03	15.008518	14.84	15.22	HexCerOH		t	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:1)	42:1	NA	NA	A
GLTP	neg	21	852.657402614831	852.6489	57000	I	HexCer	12.94	12.869316	12.75	13.33	HexCer		d	42.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(42:3)	42:3	NA	NA	A
GLTP	neg	22	860.638482201363	860.6299	57000	III.2	unknown	13.95	13.958961	13.5	14.14	PS			41.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(41:0)	41:0	NA	NA	A
GLTP	neg	22	860.638482201363	860.6299	57000	III.2	unknown	13.95	13.958961	13.5	14.14	PC			38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(38:1)	38:1	NA	NA	A
GLTP	neg	22	860.638482201363	860.6299	57000	III.2	unknown	13.95	13.958961	13.5	14.14	PE			41.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(41:1)	41:1	NA	NA	A
GLTP	neg	23	924.67602077733	924.6668	56000	I	adduct	15.47	15.463625	15.35	15.68	HexCer		d	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(42:1)	42:1	NA	NA	A
GLTP	neg	24	828.545962177944	828.5377	49000	I	adduct	9.4	9.4903549	9.1	9.56	HexCerOH		t	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(34:1)	34:1	NA	NA	A
GLTP	neg	25	896.644541250203	896.6356	46000	I	adduct	14.13	14.106168	13.96	14.31	HexCer		d	40.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	adduct	HexCer	HexCer(40:1)	40:1	NA	NA	A
GLTP	neg	26	978.610958611166	978.6012	41000	I	adduct	12.54	12.52035	12.29	12.71	HexCerOH		t	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(40:2)	40:2	NA	NA	A
GLTP	neg	27	862.654002299929	862.6454	39000	III.2	unknown	15.03	15.030357	14.84	15.18	PC			38.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(38:0)	38:0	NA	NA	A
GLTP	neg	27	862.654002299929	862.6454	39000	III.2	unknown	15.03	15.030357	14.84	15.18	PE			41.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(41:0)	41:0	NA	NA	A
GLTP	neg	28	1074.6285160887	1074.6178	35000	I	adduct	13.96	13.947451	13.84	14.18	HexCerOH		t	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:2)	42:2	NA	NA	A
GLTP	neg	29	980.626278707738	980.6165	34000	I	adduct	13.67	13.640453	13.5	13.88	HexCerOH		t	40.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(40:1)	40:1	NA	NA	A
GLTP	neg	30	770.578684134012	770.571	32000	I	HexCer	10.08	10.098401	9.82	10.41	HexCer		d	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	HexCer	HexCer	HexCer(36:2)	36:2	NA	NA	A
GLTP	neg	31	1076.64503619724	1076.6343	32000	I	adduct	15.0	15.038093	14.89	15.18	HexCerOH		t	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	adduct	HexCerOH	HexCerOH(42:1)	42:1	NA	NA	A
GLTP	neg	32	786.57354363316	786.5657	25000	I	HexCer-OH	9.7	9.675914	9.39	9.82	HexCerOH		t	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	HexCer-OH	HexCerOH	HexCerOH(36:2)	36:2	NA	NA	A
GLTP	neg	33	842.673203053386	842.6648	24000	I	HexCer	14.82	14.831232	14.64	14.97	HexCer		d	41.0	1.0	d	18.0	1.0		23.0	0.0		NaN	NaN	HexCer	HexCer	HexCer	HexCer(41:1)	41:1	HexCer(18:1/23:0)	18:1/23:0	A
